_id	name	gender	culture	born	died	titles	aliases	father	mother	spouse	allegiances	books	povBooks	tvSeries	playedBy
characters:2114	Willum	Male				Ser						A Game of Thrones			
characters:2115	Wolmer	Male									House Webber of Coldmoat	The Sworn Sword			
characters:2116	Woth	Male			In 299 AC, at Gods Eye							A Clash of Kings			
characters:2117	Wulfe	Male	Ironborn				Wulfe One-Ear				House Greyjoy of Pyke	A Feast for Crows,A Dance with Dragons			
characters:2118	Wun Weg Wun Dar Wun	Male		At Beyond the Wall			Wun Wun					A Dance with Dragons		Season 5	Ian Whyte
characters:2119	Wyl	Male	Northmen		In 298 AC, at King's Landing						House Stark of Winterfell	A Game of Thrones			
characters:212	Brandon Stark	Female	Northmen			Lord of Winterfell,Warden of the North					House Stark of Winterfell	A Clash of Kings			
characters:2120	Wyl	Male			At Riverlands		Blind Wyl the Whittler					A Storm of Swords			
characters:2121	Wylla	Female									House Dayne of Starfall	A Game of Thrones,A Storm of Swords			
characters:2122	Xaro Xhoan Daxos	Male	Qartheen									A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 2	Nonso Anozie
characters:2123	Xhondo	Male	Summer Isles									A Feast for Crows			
characters:2124	Yandry	Male								characters:2132	House Targaryen of King's Landing	A Dance with Dragons			
characters:2125	Ygon	Male	Free Folk				Ygon Oldfather					A Dance with Dragons			
characters:2126	Ygritte	Female	Wildling	In 280 AC	In 299 AC, at Castle Black							A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 2,Season 3,Season 4	Rose Leslie
characters:2127	Yna	Female					Yna One-Eye					A Feast for Crows			
characters:2128	Yorkel	Male									House Targaryen of King's Landing	The Hedge Knight			
characters:2129	Yorko Terys	Female	Braavosi									A Feast for Crows			
characters:213	Brandon Stark	Female	Northmen			King in the North,Lord of Winterfell	Brandon the Shipwright					A Game of Thrones,A Clash of Kings			
characters:2130	Yormwell	Male				Maester						The Hedge Knight			
characters:2131	Young Henly	Male		In or between 240 AC and 248 AC	In 299 AC, at Castle Black							A Storm of Swords			
characters:2132	Ysilla	Female								characters:2124		A Dance with Dragons			
characters:2133	Zarabelo	Male				Archmaester						A Feast for Crows			
characters:2134	Zei	Female										A Storm of Swords			
characters:2135	Zekko	Male	Dothraki			Khal						A Dance with Dragons			
characters:2136	Zharaq zo Loraq	Male	Ghiscari				The Liberator					A Dance with Dragons			
characters:2137	Zollo	Male	Dothraki				Zollo the Fat					A Storm of Swords,A Feast for Crows			
characters:2138	Criston Cole	Male	Stormlands	In 82 AC, at Blackhaven	In 130 AC, at the Butcher's Ball south of the Gods Eye	Ser,Lord Commander of the Kingsguard,Hand of the King	Criston the Kingmaker				House Cole	A Feast for Crows,The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:214	Brandon Tallhart	Female	Northmen	In 284 AC or 285 AC							House Tallhart of Torrhen's Square	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:215	Branston Cuy	Male				Lord of Sunflower Hall					House Cuy of Sunhouse	A Feast for Crows			
characters:216	Brienne of Tarth	Female		In 280 AC			The Maid of Tarth,Brienne the Beauty,Brienne the Blue				House Baratheon of Storm's End,House Stark of Winterfell,House Tarth of Evenfall Hall	A Clash of Kings,A Storm of Swords,A Dance with Dragons	A Feast for Crows	Season 2,Season 3,Season 4,Season 5	Gwendoline Christie
characters:217	Bronn	Male		In or between 264 AC and 268 AC		Ser,Lord Protector of Stokeworth	Ser Bronn of the Blackwater,Lord Stokeworth			characters:638	House Stokeworth of Stokeworth	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1,Season 2,Season 3,Season 4	Jerome Flynn
characters:218	Bryan Fossoway	Male			In 299 AC, at Blackwater Rush	Ser					House Fossoway of Cider Hall	A Clash of Kings			
characters:219	Bryan Frey	Male		In or between 281 AC and 291 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:22	Ollidor	Male				Septon						A Feast for Crows,A Dance with Dragons			
characters:220	Bryce Caron	Male			In 299 AC, at the Blackwater Rush	Lord of Nightsong,Lord of the Marches	Bryce the Orange				House Baratheon of Dragonstone,House Caron of Nightsong	A Game of Thrones,A Clash of Kings,A Dance with Dragons			
characters:221	Bryen Caron	Male			In 289 AC	Lord of the Marches,Lord of Nightsong					House Caron of Nightsong	A Feast for Crows			
characters:222	Bryen Farring	Male			In 300 AC, at the wolfswood						House Farring	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:223	Brynden Tully	Male	Rivermen	In or between 242 AC and 245 AC		Ser,Warden of the Southern Marches,Knight of the Gate (formerly)	Blackfish,Ser Brynden the Blackfish,Brynden Blackfish				House Arryn of the Eyrie,House Tully of Riverrun	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3,Season 4	Clive Russell
characters:224	Buford Bulwer	Male				Ser	The Old Ox				House Bulwer of Blackcrown	The Mystery Knight			
characters:225	Burton Crakehall	Male			In 299 AC, at the Riverlands	Ser					House Crakehall of Crakehall	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:226	Calla Blackfyre	Female	Valyrian							characters:47	House Blackfyre of King's Landing	The World of Ice and Fire			
characters:227	Carellen Smallwood	Female									House Smallwood of Acorn Hall	A Storm of Swords,A Feast for Crows			
characters:228	Carolei Waynwood	Female								characters:417	House Waynwood of Ironoaks	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:229	Casper Wylde	Male				Lord of the Rain House					House Wylde of Rain House	A Dance with Dragons			
characters:23	Osmynd	Male				Septon						A Clash of Kings			
characters:230	Cassana Estermont	Female			In 278 AC, at Shipbreaker Bay, near Storm's End					characters:986	House Baratheon of Storm's End,House Estermont of Greenstone	A Clash of Kings,A Storm of Swords,A Dance with Dragons			
characters:231	Cassella Vaith	Female	Dornishmen			Lady of Vaith					House Vaith of the Red Dunes	The Sworn Sword,The World of Ice and Fire			
characters:232	Catelyn Stark	Female	Rivermen	In 264 AC, at Riverrun	In 299 AC, at the Twins	Lady of Winterfell	Catelyn Tully,Lady Stoneheart,The Silent Sistet,Mother Mercilesr,The Hangwomans			characters:339	House Stark of Winterfell,House Tully of Riverrun	A Feast for Crows,A Dance with Dragons	A Game of Thrones,A Clash of Kings,A Storm of Swords	Season 1,Season 2,Season 3	Michelle Fairley
characters:233	Cedric Payne	Male			In 298 AC, at Riverlands	Ser					House Payne	A Feast for Crows			
characters:234	Cedrik Storm	Male					the Bastard of Bronzegate				House Buckler of Bronzegate	A Storm of Swords			
characters:235	Cerenna Lannister	Female									House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:236	Cerissa Brax	Female				Lady of Casterly Rock				characters:283	House Brax of Hornvale,House Lannister of Casterly Rock	The World of Ice and Fire			
characters:237	Cersei Frey	Female		In 292 AC or 293 AC			the Little Bee				House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:238	Cersei Lannister	Female	Westerlands	In 266 AC, at Casterly Rock		Light of the West,Queen Dowager,Protector of the Realm,Lady of Casterly Rock,Queen Regent	Brotherfuckerthe bitch queen			characters:901	House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords	A Feast for Crows,A Dance with Dragons	Season 1,Season 2,Season 3,Season 4,Season 5	Lena Headey
characters:239	Ceryse Hightower	Female		In 2 AC	In 45 AC, at King's Landing	Lady,Queen				characters:694	House Hightower of the Hightower,House Targaryen of King's Landing	The World of Ice and Fire			
characters:24	Raynard	Male				Septon						A Feast for Crows,A Dance with Dragons			
characters:240	Clarence Charlton	Male				Ser					House Charlton	The Mystery Knight			
characters:241	Clarence Crabb	Male				Ser	Clarence the Short				House Crabb	A Feast for Crows			
characters:242	Clarent Crakehall	Male		At Crakehall	In 130 AC, at Gods Eye	Ser					House Crakehall of Crakehall	The Princess and the Queen			
characters:243	Clayton Suggs	Male				Ser					House Baratheon of Dragonstone	A Feast for Crows,A Dance with Dragons			
characters:244	Clement Crabb	Male				Ser					House Crabb	A Feast for Crows,The World of Ice and Fire			
characters:245	Clement Piper	Male	Rivermen			Lord of Pinkmaiden					House Piper of Pinkmaiden	A Game of Thrones,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:246	Cletus Yronwood	Male			In 300 AC, at Disputed Lands	Ser					House Yronwood of Yronwood	A Feast for Crows,A Dance with Dragons			
characters:247	Cley Cerwyn	Male	Northmen	In 284 AC or 285 AC, at Cerwyn	In 299 AC, at Winterfell	Lord of Cerwyn					House Cerwyn of Cerwyn	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:248	Cleyton Caswell	Male				Ser					House Caswell of Bitterbridge	The Sworn Sword			
characters:249	Colen of Greenpools	Male				Ser					House Baratheon of Storm's End	A Clash of Kings			
characters:25	Scolera	Female				Septa						A Feast for Crows,A Dance with Dragons			
characters:250	Colin Florent	Male				Ser,Castellan of Brightwater Keep					House Florent of Brightwater Keep	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:251	Colmar Frey	Male		In 288 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:252	Corenna Swann	Female								characters:994	House Frey of the Crossing,House Swann of Stonehelm	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:253	Corlys Velaryon	Male	Valyrian	In 53 AC	In 132 AC	Lord of the Tides,Master of Driftmark,Hand of the Queen,Lord Regent,Master of ships	The Sea Snake			characters:875	House Velaryon of Driftmark	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:254	Cortnay Penrose	Male		At Parchments	In 299 AC, at Storm's End	Ser,Castellan of Storm's End					House Penrose of Parchments	A Clash of Kings,A Storm of Swords			
characters:255	Corwyn Corbray	Male			In 134 AC, at Runestone	Ser,Lord Regent				characters:871	House Corbray of Heart's Home	The World of Ice and Fire			
characters:256	Corwyn Corbray	Male	Andal			Ser,Lord of the Five Fingers					House Corbray of Heart's Home	The World of Ice and Fire			
characters:257	Crake	Male		In Age of Heroes			Crake the Boarkiller				House Crakehall of Crakehall	The World of Ice and Fire			
characters:258	Cregan Karstark	Male	Northmen	In 249 AC (roughly), at Karhold							House Karstark of Karhold	A Dance with Dragons			
characters:259	Cregan Stark	Male	Northmen		In or after 157 AC	Lord of Winterfell,Warden of the North,Hand of the King	The Old Man of the North			characters:136	House Stark of Winterfell	A Game of Thrones,A Clash of Kings,The Princess and the Queen,The World of Ice and Fire			
characters:26	Torbert	Male				Septon						A Feast for Crows,A Dance with Dragons			
characters:260	Creighton Longbough	Male		In or between 240 AC and 249 AC		Ser						A Feast for Crows			
characters:261	Creighton Redfort	Male	Valemen			Ser					House Redfort of Redfort	A Feast for Crows,A Dance with Dragons			
characters:262	Cynthea Frey	Female		In 290 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:263	Cyrenna Swann	Female		In 236 AC or before	In or between 249 AC and 257 AC					characters:1093	House Frey of the Crossing,House Swann of Stonehelm	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:264	Dacey Mormont	Female	Northmen	In or between 252 AC or 277 AC	In 299 AC, at the Twins						House Mormont of Bear Island	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:265	Daella Targaryen	Female	Valyrian	In or between 54 AC and 66 AC	In 82 AC	Princess,Lady of the Eyrie				characters:1884	House Arryn of the Eyrie,House Targaryen of King's Landing	The Rogue Prince,The World of Ice and Fire			
characters:266	Daella Targaryen	Female	Valyrian	In 199 AC		Princess					House Targaryen of King's Landing	The Sworn Sword,The World of Ice and Fire			
characters:267	Daemon Blackfyre	Male	Valyrian	In 170 AC, at King's Landing	In 196 AC, at Redgrass Field	Ser,Protector of the Ream (claimant)	Daemon Waters,The Black Dragon,The King Who Bore the Sword,The Pretender			characters:920	House Blackfyre of King's Landing	A Storm of Swords,The Sworn Sword,The Mystery Knight,A Dance with Dragons,The World of Ice and Fire			
characters:268	Daemon II Blackfyre	Male		In 188 AC or 189 AC	In or between 211 AC and 219 AC	King of the Andals, the Rhoynar and the First Men (claimant),Protector of the Realm (claimant)	Ser John the Fiddler,The Brown Dragon				House Blackfyre of King's Landing	The Mystery Knight,The World of Ice and Fire			
characters:269	Daemon Targaryen	Male	Valyrian	In 81 AC	In 130 AC, at the Gods Eye	Prince,Commander of the City Watch,Master of coin,Master of laws,King of the Stepstones and the Narrow Sea,Protector of the Realm	Prince of the City,Lord Flea Bottom,The Rogue Prince			characters:878	House Targaryen of King's Landing	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:27	Tywin Lannister	Male		In 242 AC	In 300 AC, at King's Landing	Lord of Casterly Rock,Shield of Lannisport,Warden of the West,Hand of the King,Savior of the City (of King's Landing)	The Lion of Lannister,The Old Lion,The Great Lion of the Rock			characters:562	House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire		Season 1,Season 2,Season 3,Season 4	Charles Dance
characters:270	Daena Targaryen	Female	Valyrian	In 145 AC, at King's Landing		Princess	Daena the Defiant	characters:40	characters:1302	characters:160	House Targaryen of King's Landing	A Feast for Crows,The World of Ice and Fire			
characters:271	Daenerys Targaryen	Female		In 172 AC		Princess				characters:719	House Nymeros Martell of Sunspear,House Targaryen of King's Landing	The Sworn Sword,A Dance with Dragons,The World of Ice and Fire			
characters:272	Daenora Targaryen	Female	Valyrian			Princess				characters:58	House Targaryen of King's Landing	The World of Ice and Fire			
characters:273	Daeron I	Male		143 AC, at King's Landing	161 AC, at Dorne	King of the Andals, the Rhoynar and the First Men,Lord of the Seven Kingdoms,Protector of the Realm	The Young Dragon,The Boy King	characters:40	characters:1302			A Game of Thrones,A Storm of Swords,A Feast for Crows,The Sworn Sword,A Dance with Dragons,The World of Ice and Fire			
characters:274	Daeron II	Male		153 AC, at King's Landing	209 AC, at King's Landing	King of the Andals, the Rhoynar and the First Men,Lord of the Seven Kingdoms	Daeron the Good,Daeron the Falseborn	characters:41	characters:779	characters:709		A Game of Thrones,A Clash of Kings,A Storm of Swords,The Hedge Knight,A Feast for Crows,The Sworn Sword,The Mystery Knight,A Dance with Dragons,The World of Ice and Fire			
characters:275	Daeron Targaryen	Male		In 114 AC	In 130 AC, at Tumbleton	Prince,Ser	Daeron the Daring				House Targaryen of King's Landing	The Princess and the Queen,The Rogue Prince,The World of Ice and Fire			
characters:276	Daeron Targaryen	Male		In 190 AC or 191 AC	In or between 221 AC and 233 AC	Prince of Dragonstone,Prince of Summerhall	Daeron the Drunken			characters:1589	House Targaryen of King's Landing	A Clash of Kings,The Hedge Knight,A Feast for Crows,The Mystery Knight,The World of Ice and Fire			
characters:277	Daeron Vaith	Male	Dornish			Lord of the Red Dunes					House Vaith of the Red Dunes	A Feast for Crows,A Dance with Dragons			
characters:278	Dagon Greyjoy	Male	Ironborn			Lord of Pyke					House Greyjoy of Pyke	A Feast for Crows,The Sworn Sword,The Mystery Knight,A Dance with Dragons			
characters:279	Dagos Manwoody	Male				Lord of Kingsgrave					House Manwoody of Kingsgrave	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:28	Unella	Female				Septa						A Feast for Crows,A Dance with Dragons			
characters:280	Dalbridge	Male		In 254 AC or before	In 299 AC, at Skirling Pass		Squire Dalbridge					A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:281	Dale Drumm	Male					Dale the Dread				House Drumm of Old Wyk	A Feast for Crows			
characters:282	Damion Lannister	Male		In or between 257 AC and 272 AC		Ser,Castellan of Casterly Rock				characters:973	House Lannister of Casterly Rock	A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:283	Damon Lannister	Male	Westerman		In 210 AC	Lord of Casterly Rock,Shield of Lannisport,Warden of the West	The Grey Lion			characters:236	House Lannister of Casterly Rock	The Hedge Knight,The Mystery Knight			
characters:284	Damon Lannister	Male		In 244 AC or 245 AC						characters:363	House Lannister of Casterly Rock	The World of Ice and Fire			
characters:285	Damon Marbrand	Male				Lord of Ashemark					House Marbrand of Ashemark	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:286	Damon Paege	Male				Ser					House Paege	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:287	Damon Shett	Male				the Knight of Gull Tower,Ser					House Shett of Gull Tower	A Feast for Crows			
characters:288	Damon Vypren	Male		In 265 AC or later		Ser					House Vypren	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:289	Danelle Lothston	Female				Lady of Harrenhal	Mad Danelle				House Lothston of Harrenhal	A Feast for Crows,The Mystery Knight,The World of Ice and Fire			
characters:29	Abelar Hightower	Male				Ser					House Hightower of the Hightower	The Hedge Knight			
characters:290	Danos Slynt	Male									House Slynt of Harrenhal	A Storm of Swords			
characters:291	Danwell Frey	Male		In or between 252 AC and 261 AC		Ser				characters:1125	House Frey of the Crossing	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:292	Darlessa Marbrand	Female								characters:1049	House Lannister of Casterly Rock,House Marbrand of Ashemark	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Dance with Dragons			
characters:293	Daryn Hornwood	Male	Northmen		In 298 AC, at the Whispering Wood						House Hornwood of Hornwood	A Game of Thrones,A Clash of Kings,A Dance with Dragons			
characters:294	Daven Lannister	Male	Westerman	In 273 AC (roughly)		Ser,Warden of the West					House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:295	Deana Hardyng	Female								characters:1100	House Frey of the Crossing,House Hardyng	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:296	Delena Florent	Female								characters:500	House Florent of Brightwater Keep,House Norcross	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:297	Della Frey	Female		In 296 AC			Deaf Della				House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:298	Delonne Allyrion	Female	Dornish			Lady of Godsgrace					House Allyrion of Godsgrace	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:299	Dennis Plumm	Male				Ser					House Plumm	A Storm of Swords,A Feast for Crows			
characters:3		Unknown					Lamprey				House Baratheon of Dragonstone	A Storm of Swords			
characters:30	Addam Frey	Male				Ser					House Frey of the Crossing	The Mystery Knight			
characters:300	Denys Arryn	Male			In 283 AC, at Stoney Sept	Ser,Keeper of the Gates of the Moon	The Darling of the Vale				House Arryn of the Eyrie	A Storm of Swords,A Feast for Crows			
characters:301	Denys Darklyn	Male				Lord of Duskendale				characters:967	House Darklyn of Duskendale	A Feast for Crows			
characters:302	Denys Drumm	Male	Ironborn								House Drumm of Old Wyk	A Feast for Crows			
characters:303	Denys Mallister	Male		In 245 AC or before, at Seagard		Ser					House Mallister of Seagard	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:304	Denys Redwyne	Male									House Redwyne of the Arbor	A Feast for Crows			
characters:305	Denyse Hightower	Female								characters:307	House Hightower of the Hightower	A Feast for Crows			
characters:306	Desmond Grell	Male		In or between 237 AC and 240 AC (roughly)		Ser					House Grell	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:307	Desmond Redwyne	Male				Ser				characters:305	House Redwyne of the Arbor	A Feast for Crows			
characters:308	Devan Seaworth	Male		In 287 AC							House Baratheon of Dragonstone,House Seaworth of Cape Wrath	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:309	Deziel Dalt	Male				The Knight of Lemonwood					House Dalt of Lemonwood	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:31	Addam Marbrand	Male				Ser,Commander of the City Watch					House Marbrand of Ashemark	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 1	B.J. Hogg
characters:310	Dick Follard	Male			In 299 AC, at Castle Black		Deaf Dick Follard					A Storm of Swords			
characters:311	Dickon Frey	Male		In 294 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:312	Dickon Manwoody	Male									House Manwoody of Kingsgrave	A Storm of Swords,A Feast for Crows			
characters:313	Dickon Tarly	Male		In or between 287 AC and 290 AC						characters:359	House Tarly of Horn Hill	A Game of Thrones,A Feast for Crows,A Dance with Dragons			
characters:314	Domeric Bolton	Male		In or between 279 AC and 281 AC (roughly)	In 297 AC						House Bolton of the Dreadfort	A Clash of Kings,A Feast for Crows,A Dance with Dragons			
characters:315	Donal Noye	Male		In or between 244 AC and 252 AC	In 300 AC, at The Wall, near Castle Black						House Baratheon of Storm's End	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:316	Donel Greyjoy	Male	Ironborn								House Greyjoy of Pyke	A Feast for Crows			
characters:317	Donella Hornwood	Female	Northmen	In or before 249 AC	In 299 AC, at Hornwood	Lady of Hornwood				characters:463	House Hornwood of Hornwood,House Manderly of White Harbor	A Clash of Kings,A Dance with Dragons			
characters:318	Donnel	Male				Ser						The Hedge Knight,A Feast for Crows			
characters:319	Donnel Drumm	Male	Ironborn								House Drumm of Old Wyk	A Feast for Crows			
characters:32	Addam Osgrey	Male		In 183 AC or 184 AC	In 196 AC, at Redgrass Field						House Osgrey of Standfast	The Sworn Sword			
characters:320	Donnel Haigh	Male		In or between 255 AC and 282 AC		Ser					House Haigh	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:321	Donnel Locke	Male			In 299 AC, at the Twins	Ser					House Locke of Oldcastle	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:322	Donnel Swann	Male	Stormlander			Ser	Ser Donnel the Constant				House Swann of Stonehelm	A Clash of Kings,A Storm of Swords			
characters:323	Donnor Saltcliffe	Male	Ironborn			Lord					House Saltcliffe of Saltcliffe	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:324	Donnor Stark	Male	Northmen			Lord of Winterfell,Warden of the North					House Stark of Winterfell	A Clash of Kings,The World of Ice and Fire			
characters:325	Dontos Hollard	Male		In or between 261 AC and 263 AC, at near Duskendale	In 300 AC, at Blackwater Bay	Ser	Dontos the Red,Dontos the Drunk,Florian				House Hollard	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows		Season 2,Season 4	Tony Way
characters:326	Doran Martell	Male	Dornish	In 247 AC or 248 AC, at Sunspear		Prince of Dorne				characters:1697	House Nymeros Martell of Sunspear	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 5	Alexander Siddig
characters:327	Dorna Swyft	Female								characters:605	House Swyft of Cornfield	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:328	Dorren Stark	Male	Northmen			King in the North						A Clash of Kings			
characters:329	Duncan	Male		In 191 AC, 192 AC or 193 AC, at King's Landing	In 259 AC, at Summerhall	Ser,Lord Commander of the Kingsguard	Dunk,Duncan the Tall,Dunk the Lunk,Ser Giant,The Gallows Knight					A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire	The Hedge Knight,The Sworn Sword,The Mystery Knight		
characters:33	Addam Velaryon	Male	Valyrian	In 114 AC, at Hull	In 130 AC, at Tumbleton	Ser	Addam of Hull				House Targaryen of King's Landing,House Velaryon of Driftmark	The Princess and the Queen,The World of Ice and Fire			
characters:330	Duncan Targaryen	Male		In or between 220 AC and 224 AC	In 259 AC, at Summerhall	Prince	Prince Duncan the Small,Prince of Dragonflies			characters:1539	House Targaryen of King's Landing	A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire			
characters:331	Dunstan Drumm	Male	Ironborn	In 212 AC or later, at Old Wyk		Lord of Old Wyk,Captain of the Thunderer	The Drumm,The Bone Hand				House Drumm of Old Wyk	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:332	Duram Bar Emmon	Male		In 284 AC		Lord of Sharp Point					House Bar Emmon of Sharp Point	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:333	Durran	Male	First Men	Age of Heroes		Storm King	Durran Godsgrief,The Godsgrief,King of a Thousand Years			characters:1361		A Clash of Kings,The World of Ice and Fire			
characters:334	Dyanna Dayne	Female			In or between 201 AC and 209 AC	Lady				characters:695	House Dayne of Starfall,House Targaryen of King's Landing	The World of Ice and Fire			
characters:335	Dykk Harlaw	Male			In 299 AC, at Winterfell						House Harlaw of Harlaw	A Clash of Kings			
characters:336	Ebben	Male			In 299 AC, at Skirling Pass							A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:337	Eddara Tallhart	Female	Northmen	In 289 AC or 290 AC		Lady of Torrhen's Square					House Tallhart of Torrhen's Square	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:338	Eddard Karstark	Male	Northmen	At Karhold	In 298 AC, at the Whispering Wood		Edd				House Karstark of Karhold	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:339	Eddard Stark	Male	Northmen	In 263 AC, at Winterfell	In 299 AC, at Great Sept of Baelor in King's Landing	Lord of Winterfell,Warden of the North,Hand of the King,Protector of the Realm,Regent	Ned,The Ned,The Quiet Wolf			characters:232	House Stark of Winterfell	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons,The World of Ice and Fire	A Game of Thrones	Season 1	Sean Bean
characters:34	Addison Hill	Male		At Cornfield		Ser,Lord Commander of the Kingsguard	The Bastard of Cornfield				House Swyft of Cornfield	A Feast for Crows,The World of Ice and Fire			
characters:340	Edderion Stark	Male	Northmen			King in the North,Lord of Winterfell	Ederrion the Bridegroom				House Stark of Winterfell	A Clash of Kings			
characters:341	Eddison Tollet	Male	Valemen				Dolorous Edd				House Tollett of the Grey Glen	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 2,Season 3,Season 4,Season 5	Ben Crompton
characters:342	Eden Risley	Male				Ser					House Risley	The Mystery Knight			
characters:343	Edgerran Oakheart	Male				Lord	Edgerran the Open-Handed				House Oakheart of Old Oak	A Feast for Crows			
characters:344	Edmund Ambrose	Male				Ser					House Ambrose	A Feast for Crows			
characters:345	Edmund Waxley	Male				The Knight of Wickenden,Ser					House Waxley of Wickenden	A Feast for Crows,A Dance with Dragons			
characters:346	Edmure Tully	Male	Rivermen	In or between 267 AC and 274 AC		Ser,Lord of Riverrun (lost to Emmon Frey)				characters:937	House Tully of Riverrun	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 3	Tobias Menzies
characters:347	Edmyn Tully	Male	Rivermen			Lord of Riverrun,Lord Paramount of the Trident,Hand of the King					House Tully of Riverrun	A Game of Thrones,A Storm of Swords,The World of Ice and Fire			
characters:348	Edric Dayne	Male		In 287 AC, at Starfall		Lord of Starfall	Ned				House Dayne of Starfall	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:349	Edrick Stark	Male	Northmen			King in the North,Lord of Winterfell	Edrick Snowbeard				House Stark of Winterfell	A Clash of Kings,A Dance with Dragons,The World of Ice and Fire			
characters:35	Aegon Blackfyre	Male	Valyrian	In 184 AC	In 196 AC, at Redgrass Field						House Blackfyre of King's Landing	A Storm of Swords,The Sworn Sword,The Mystery Knight			
characters:350	Edwyd Fossoway	Male			In 299 AC, at Blackwater Rush	Ser					House Fossoway of Cider Hall	A Clash of Kings			
